s1_id,entity_type,error_type,num_true_matches,num_pred_matches,top_probability,second_probability,margin,has_address,country
S1-817967558,multi_match,underprediction,2,1,0.9998,0.4,0.5998,True,INDIA
S1-458321971,multi_match,underprediction,4,2,0.9998,0.9974,0.0024,True,US
S1-406407494,multi_match,underprediction,7,2,0.9998,0.9998,0.0,True,US
S1-369125780,multi_match,underprediction,5,2,0.9997,0.9989,0.0008,True,US
S1-143490473,multi_match,underprediction,4,1,0.9975,0.7927,0.2049,True,US
S1-955995616,multi_match,underprediction,4,1,0.9997,0.9997,0.0,True,US
S1-134957974,multi_match,false_negative_miss,4,0,0.0003,0.0003,0.0001,True,INDIA
S1-737745267,multi_match,false_negative_miss,2,0,0.0021,0.0004,0.0017,True,INDIA
S1-179025084,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,US
S1-980945492,multi_match,underprediction,5,2,0.9998,0.9997,0.0002,True,INDIA
S1-748504838,multi_match,underprediction,5,2,0.9998,0.9996,0.0001,True,INDIA
S1-498917964,multi_match,underprediction,3,1,0.9972,0.0011,0.9961,True,US
S1-58539323,multi_match,false_negative_miss,2,0,0.0505,0.0004,0.0502,True,US
S1-208401895,multi_match,underprediction,4,1,0.9998,0.9998,0.0,True,INDIA
S1-528296985,multi_match,underprediction,2,1,0.9997,0.0079,0.9918,True,US
S1-617255294,multi_match,underprediction,3,2,0.9997,0.9953,0.0044,True,US
S1-184242199,multi_match,underprediction,6,2,0.9998,0.9987,0.0012,True,INDIA
S1-218342981,multi_match,underprediction,5,1,0.9992,0.0001,0.9991,True,INDIA
S1-833640336,multi_match,underprediction,4,1,0.9881,0.0462,0.9419,True,US
S1-901165244,multi_match,underprediction,4,2,0.9998,0.9995,0.0003,True,US
S1-602164702,multi_match,underprediction,4,2,0.9924,0.9836,0.0088,True,US
S1-10631254,multi_match,underprediction,5,1,0.9993,0.4466,0.5527,True,US
S1-906723587,multi_match,underprediction,4,1,0.9995,0.0023,0.9972,True,US
S1-437874341,multi_match,underprediction,2,1,0.713,0.3856,0.3273,True,US
S1-719738960,multi_match,false_negative_miss,2,0,0.0064,0.0003,0.006,True,INDIA
S1-519668427,multi_match,false_negative_miss,2,0,0.0935,0.001,0.0925,True,US
S1-161214658,multi_match,underprediction,3,1,0.9932,0.0021,0.9911,True,US
S1-418969031,multi_match,underprediction,3,1,0.9996,0.0374,0.9622,True,INDIA
S1-995671022,multi_match,underprediction,4,2,0.9999,0.9998,0.0001,True,US
S1-16834553,multi_match,underprediction,5,1,0.9405,0.3702,0.5703,True,US
S1-89082573,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-83666664,multi_match,underprediction,6,1,0.9998,0.9993,0.0006,True,US
S1-433498981,multi_match,underprediction,3,2,0.9995,0.9912,0.0084,True,US
S1-880580311,multi_match,underprediction,6,2,0.9961,0.9933,0.0028,True,INDIA
S1-584067022,multi_match,underprediction,5,2,0.9999,0.9995,0.0004,True,US
S1-786862499,multi_match,underprediction,5,2,0.9998,0.9998,0.0,True,US
S1-163519834,multi_match,underprediction,2,1,0.9716,0.0227,0.9489,True,US
S1-877187987,multi_match,underprediction,3,2,0.9989,0.9883,0.0106,True,INDIA
S1-513756461,multi_match,underprediction,6,2,0.9987,0.9442,0.0545,True,INDIA
S1-158784770,multi_match,underprediction,4,2,0.9993,0.9972,0.0021,True,US
S1-68364117,multi_match,underprediction,5,1,0.9993,0.8986,0.1007,True,INDIA
S1-966668533,multi_match,underprediction,4,2,0.9997,0.9993,0.0004,True,US
S1-977797846,multi_match,underprediction,3,1,0.9997,0.0,0.9997,True,US
S1-340519706,multi_match,false_negative_miss,3,0,0.4126,0.0007,0.4119,True,INDIA
S1-527985165,multi_match,underprediction,3,1,0.9994,0.0003,0.9992,True,INDIA
S1-871165056,multi_match,false_negative_miss,4,0,0.0,0.0,0.0,True,US
S1-246327080,multi_match,underprediction,4,2,0.9998,0.9997,0.0001,True,US
S1-34524720,multi_match,underprediction,4,2,0.9963,0.9892,0.0071,True,US
S1-179915665,multi_match,underprediction,5,1,0.9993,0.999,0.0003,True,US
S1-222313576,multi_match,underprediction,5,2,0.9998,0.9991,0.0007,True,US
S1-769886539,multi_match,false_negative_miss,4,0,0.0002,0.0001,0.0001,True,US
S1-821302058,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-249153990,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-111499830,multi_match,underprediction,5,2,0.9911,0.983,0.0081,True,INDIA
S1-768704053,multi_match,underprediction,6,1,0.9993,0.9982,0.0011,True,US
S1-30198754,multi_match,underprediction,3,2,0.9998,0.9739,0.0259,True,INDIA
S1-97642867,multi_match,underprediction,3,1,0.9968,0.9968,0.0,True,US
S1-122224962,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-660008500,multi_match,underprediction,2,1,0.9994,0.0002,0.9992,True,US
S1-883941378,multi_match,underprediction,4,1,0.6458,0.0001,0.6457,True,US
S1-777522001,multi_match,false_negative_miss,4,0,0.0001,0.0001,0.0,True,US
S1-255570929,multi_match,underprediction,3,2,0.9941,0.9843,0.0097,True,US
S1-766405908,multi_match,underprediction,2,1,0.9995,0.9604,0.0391,True,INDIA
S1-153734381,single_match,perfect,1,1,0.9953,0.2675,0.7279,True,US
S1-934461604,multi_match,underprediction,2,1,0.9989,0.0028,0.996,True,US
S1-366993430,multi_match,underprediction,4,1,0.9998,0.9978,0.002,True,US
S1-674999328,multi_match,false_negative_miss,5,0,0.0083,0.0003,0.008,True,INDIA
S1-916716330,multi_match,underprediction,3,1,0.9998,0.9997,0.0,True,US
S1-858620019,multi_match,underprediction,2,1,0.9973,0.0407,0.9566,True,US
S1-235007823,multi_match,underprediction,3,2,0.9924,0.9619,0.0305,True,INDIA
S1-570528465,multi_match,underprediction,2,1,0.9956,0.9913,0.0043,True,US
S1-84053551,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-64445482,multi_match,underprediction,3,1,0.9984,0.0002,0.9982,True,INDIA
S1-452969228,multi_match,underprediction,2,1,0.9995,0.0004,0.9991,True,US
S1-155567842,multi_match,underprediction,4,1,0.9994,0.0046,0.9947,True,US
S1-778893388,singleton,perfect,0,0,0.0345,0.0004,0.0342,True,US
S1-950371029,multi_match,perfect,2,2,0.9999,0.9953,0.0046,True,INDIA
S1-217308855,multi_match,underprediction,4,1,0.994,0.0001,0.9938,True,US
S1-728480131,multi_match,false_negative_miss,3,0,0.0003,0.0001,0.0002,True,US
S1-647429493,single_match,false_negative_miss,1,0,0.0003,0.0002,0.0001,True,INDIA
S1-834538168,singleton,false_positive_merge,0,1,0.7806,0.18,0.6005,True,US
S1-250320623,multi_match,false_negative_miss,3,0,0.0004,0.0001,0.0003,True,US
S1-111847666,multi_match,perfect,2,2,0.9989,0.9969,0.002,True,US
S1-705536544,multi_match,underprediction,4,1,0.9993,0.9993,0.0,True,US
S1-688099216,multi_match,underprediction,3,2,0.9998,0.9535,0.0463,True,US
S1-992096050,singleton,perfect,0,0,0.0006,0.0003,0.0003,True,US
S1-511118973,multi_match,underprediction,2,1,0.9934,0.0378,0.9556,True,US
S1-806334621,multi_match,underprediction,3,1,0.9998,0.0134,0.9864,True,US
S1-664890936,multi_match,underprediction,6,1,0.9998,0.9998,0.0,True,US
S1-355202264,multi_match,underprediction,5,2,0.9997,0.9912,0.0085,True,US
S1-929337508,multi_match,false_negative_miss,5,0,0.0004,0.0003,0.0,True,INDIA
S1-967031589,multi_match,underprediction,4,1,0.995,0.4542,0.5408,True,INDIA
S1-755276959,multi_match,underprediction,3,1,0.9974,0.0226,0.9748,True,INDIA
S1-553236577,multi_match,underprediction,6,1,0.9906,0.0,0.9906,True,INDIA
S1-19151240,multi_match,false_negative_miss,2,0,0.0002,0.0001,0.0,True,US
S1-120823224,multi_match,underprediction,3,1,0.9994,0.004,0.9954,True,INDIA
S1-612724974,multi_match,false_negative_miss,2,0,0.0001,0.0001,0.0,True,US
S1-169768829,multi_match,false_negative_miss,4,0,0.0001,0.0,0.0001,True,INDIA
S1-368244341,multi_match,mixed,2,2,0.97,0.9318,0.0382,True,INDIA
S1-499503674,multi_match,false_negative_miss,2,0,0.0003,0.0003,0.0,True,US
S1-708711103,multi_match,underprediction,4,1,0.9987,0.0006,0.9981,True,INDIA
S1-796984989,multi_match,false_negative_miss,3,0,0.0003,0.0003,0.0,True,INDIA
S1-486286791,multi_match,underprediction,5,2,0.999,0.8676,0.1314,True,INDIA
S1-806622189,multi_match,underprediction,5,1,0.9892,0.0,0.9892,True,INDIA
S1-46840201,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-189192654,multi_match,underprediction,7,2,0.9998,0.9994,0.0004,True,US
S1-648743496,multi_match,underprediction,4,1,0.9998,0.9963,0.0035,True,US
S1-998648124,multi_match,false_negative_miss,2,0,0.0001,0.0001,0.0,True,US
S1-690913126,multi_match,underprediction,6,1,0.9955,0.9796,0.0158,True,INDIA
S1-154868042,multi_match,underprediction,2,1,0.7689,0.326,0.4429,True,US
S1-353174705,singleton,perfect,0,0,0.0003,0.0003,0.0,True,INDIA
S1-156419826,multi_match,underprediction,4,2,0.9998,0.9728,0.027,True,INDIA
S1-662352762,multi_match,underprediction,5,1,0.9995,0.9981,0.0013,True,INDIA
S1-495195152,multi_match,underprediction,5,1,0.9979,0.022,0.9759,True,INDIA
S1-90258486,multi_match,underprediction,3,2,0.9987,0.9956,0.0031,True,US
S1-292448918,multi_match,false_negative_miss,4,0,0.0013,0.0003,0.0011,True,INDIA
S1-796191361,multi_match,underprediction,2,1,0.9994,0.0003,0.9991,True,INDIA
S1-78236571,multi_match,false_negative_miss,4,0,0.0384,0.0002,0.0383,True,INDIA
S1-760357177,multi_match,underprediction,5,1,0.9998,0.0095,0.9903,True,INDIA
S1-9566358,multi_match,underprediction,7,1,0.9996,0.0,0.9996,True,INDIA
S1-797754671,multi_match,underprediction,5,2,0.9988,0.9544,0.0444,True,INDIA
S1-716420492,multi_match,underprediction,5,2,0.9998,0.9988,0.0009,True,INDIA
S1-299077839,multi_match,underprediction,5,2,0.9997,0.9996,0.0001,True,INDIA
S1-610945826,multi_match,underprediction,3,2,0.9998,0.9937,0.0061,True,US
S1-959086896,multi_match,underprediction,3,1,0.9963,0.9962,0.0001,True,US
S1-712954415,multi_match,underprediction,4,2,0.9998,0.9996,0.0002,True,US
S1-330884576,singleton,perfect,0,0,0.0007,0.0006,0.0001,True,INDIA
S1-391564147,multi_match,underprediction,5,1,0.9997,0.9995,0.0002,True,US
S1-151439436,multi_match,false_negative_miss,3,0,0.473,0.0004,0.4726,True,US
S1-853316716,multi_match,underprediction,6,1,0.5016,0.0102,0.4914,True,INDIA
S1-666802207,multi_match,false_negative_miss,4,0,0.0973,0.0005,0.0968,True,US
S1-363915175,multi_match,false_negative_miss,2,0,0.4126,0.0072,0.4055,True,INDIA
S1-649197605,multi_match,underprediction,6,1,0.908,0.3967,0.5113,True,INDIA
S1-99010572,multi_match,false_negative_miss,5,0,0.0,0.0,0.0,True,US
S1-15299562,multi_match,underprediction,2,1,0.9998,0.0,0.9998,True,INDIA
S1-438301710,multi_match,underprediction,5,2,0.9997,0.995,0.0047,True,US
S1-855966210,single_match,false_negative_miss,1,0,0.0002,0.0002,0.0,True,US
S1-783573269,multi_match,underprediction,4,1,0.9993,0.9052,0.094,True,INDIA
S1-875825187,single_match,perfect,1,1,0.8383,0.3295,0.5088,True,US
S1-857989686,multi_match,mixed,2,2,0.9998,0.9974,0.0024,True,INDIA
S1-142504097,multi_match,underprediction,5,1,0.9995,0.9869,0.0125,True,INDIA
S1-32071277,multi_match,underprediction,3,1,0.9872,0.0004,0.9868,True,US
S1-165708697,multi_match,underprediction,6,2,0.9955,0.9929,0.0026,True,INDIA
S1-613012474,multi_match,false_negative_miss,2,0,0.0003,0.0002,0.0,True,US
S1-598398875,multi_match,underprediction,5,2,0.9997,0.947,0.0527,True,INDIA
S1-235491163,multi_match,underprediction,4,1,0.9998,0.9884,0.0114,True,US
S1-208817100,multi_match,underprediction,6,2,0.9997,0.9974,0.0023,True,US
S1-496243143,multi_match,underprediction,6,1,0.9646,0.9075,0.0571,True,INDIA
S1-294040581,multi_match,underprediction,3,1,0.9993,0.0005,0.9989,True,US
S1-284762597,multi_match,underprediction,7,2,0.9999,0.9997,0.0001,True,INDIA
S1-643747536,multi_match,underprediction,3,1,0.9987,0.0,0.9987,True,INDIA
S1-195275928,multi_match,underprediction,3,1,0.5976,0.0064,0.5912,True,US
S1-821398563,multi_match,underprediction,5,1,0.9998,0.0001,0.9997,True,US
S1-621152331,multi_match,false_negative_miss,3,0,0.0007,0.0004,0.0004,True,INDIA
S1-537522180,single_match,false_negative_miss,1,0,0.0,0.0,0.0,True,INDIA
S1-687534514,multi_match,underprediction,9,1,0.9993,0.0089,0.9904,True,US
S1-170226824,single_match,overprediction,1,2,0.7429,0.6751,0.0678,True,US
S1-559880324,multi_match,underprediction,3,2,0.9982,0.9808,0.0174,True,US
S1-777415187,multi_match,underprediction,3,2,0.9984,0.9982,0.0002,True,US
S1-125663785,multi_match,underprediction,5,1,0.9997,0.8445,0.1552,True,US
S1-211339428,multi_match,underprediction,5,1,0.5267,0.0052,0.5215,True,INDIA
S1-34995836,multi_match,underprediction,5,2,0.9998,0.9954,0.0043,True,US
S1-328129638,multi_match,underprediction,5,1,0.9999,0.0009,0.9989,True,INDIA
S1-686704918,multi_match,underprediction,4,1,0.9982,0.8293,0.169,True,US
S1-353686538,multi_match,underprediction,5,1,0.9982,0.0021,0.9962,True,US
S1-153633062,multi_match,underprediction,7,1,0.9864,0.9827,0.0037,True,US
S1-286172003,multi_match,underprediction,4,1,0.5236,0.0725,0.4511,True,INDIA
S1-960052192,multi_match,underprediction,3,2,0.999,0.9941,0.0048,True,INDIA
S1-54220207,multi_match,underprediction,4,1,0.9887,0.0222,0.9665,True,INDIA
S1-35272748,multi_match,underprediction,3,1,0.9979,0.0003,0.9976,True,US
S1-383701010,multi_match,underprediction,3,1,0.9997,0.0005,0.9992,True,US
S1-242502910,multi_match,false_negative_miss,2,0,0.0002,0.0001,0.0001,True,US
S1-777292053,multi_match,underprediction,8,2,0.9995,0.9982,0.0013,True,INDIA
S1-566272269,single_match,perfect,1,1,0.9997,0.0002,0.9995,True,US
S1-76367684,single_match,false_negative_miss,1,0,0.0017,0.0014,0.0003,True,INDIA
S1-869047848,multi_match,underprediction,3,1,0.8825,0.0012,0.8812,True,INDIA
S1-653055965,multi_match,underprediction,3,1,0.9997,0.0014,0.9983,True,US
S1-136980253,multi_match,false_negative_miss,4,0,0.4021,0.0002,0.4019,True,US
S1-669378801,multi_match,underprediction,3,1,0.9993,0.3914,0.6078,True,US
S1-232997677,multi_match,underprediction,4,2,0.9994,0.9991,0.0003,True,US
S1-769602246,multi_match,underprediction,5,1,0.8683,0.0064,0.8619,True,INDIA
S1-368806103,multi_match,underprediction,4,1,0.9998,0.0153,0.9844,True,INDIA
S1-170224181,multi_match,false_negative_miss,5,0,0.0004,0.0003,0.0001,True,INDIA
S1-992164667,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-601242495,multi_match,underprediction,4,2,0.9998,0.9998,0.0,True,INDIA
S1-637415508,multi_match,false_negative_miss,4,0,0.001,0.001,0.0,True,INDIA
S1-788286601,multi_match,underprediction,5,2,0.9998,0.9992,0.0007,True,INDIA
S1-100572047,multi_match,underprediction,4,1,0.9484,0.178,0.7704,True,US
S1-525819264,multi_match,false_negative_miss,3,0,0.0001,0.0001,0.0,True,US
S1-312031321,multi_match,underprediction,2,1,0.9972,0.8787,0.1185,True,US
S1-597906992,multi_match,underprediction,3,1,0.9992,0.0004,0.9988,True,INDIA
S1-484761443,multi_match,underprediction,5,2,0.9997,0.9996,0.0001,True,INDIA
S1-427488103,multi_match,false_negative_miss,3,0,0.0009,0.0004,0.0005,True,INDIA
S1-688696572,multi_match,underprediction,3,1,0.9996,0.992,0.0076,True,INDIA
S1-87430002,multi_match,underprediction,4,2,0.9999,0.9995,0.0004,True,US
S1-252568395,multi_match,false_negative_miss,2,0,0.0003,0.0003,0.0,True,US
S1-709362783,multi_match,underprediction,7,2,0.9993,0.999,0.0003,True,INDIA
S1-564258594,multi_match,underprediction,3,1,0.9998,0.0024,0.9974,True,US
S1-101182683,multi_match,underprediction,4,1,0.9998,0.0001,0.9997,True,US
S1-819196744,multi_match,false_negative_miss,5,0,0.0005,0.0001,0.0004,True,INDIA
S1-264204115,multi_match,underprediction,4,1,0.9974,0.9907,0.0067,True,US
S1-657831002,multi_match,underprediction,4,2,0.9997,0.9995,0.0002,True,US
S1-171018328,multi_match,underprediction,3,1,0.6773,0.3073,0.37,True,INDIA
S1-336123782,singleton,perfect,0,0,0.3702,0.2394,0.1307,True,US
S1-226149748,multi_match,perfect,2,2,0.9998,0.9908,0.009,True,US
S1-213711283,multi_match,underprediction,3,1,0.9992,0.9918,0.0074,True,US
S1-842464155,multi_match,underprediction,5,2,0.9997,0.9995,0.0001,True,US
S1-441781788,multi_match,underprediction,4,1,0.9992,0.4126,0.5866,True,INDIA
S1-233253371,multi_match,underprediction,4,2,0.9996,0.9986,0.001,True,INDIA
S1-687428008,multi_match,underprediction,3,1,0.9951,0.0004,0.9946,True,US
S1-215352037,multi_match,underprediction,5,2,0.9996,0.9988,0.0008,True,US
S1-711666084,single_match,false_negative_miss,1,0,0.0003,0.0003,0.0,True,US
S1-137606492,multi_match,underprediction,5,1,0.9998,0.9997,0.0001,True,US
S1-449222117,single_match,false_negative_miss,1,0,0.0253,0.0003,0.025,True,US
S1-947452531,multi_match,underprediction,3,1,0.9986,0.0001,0.9985,True,US
S1-409184446,multi_match,underprediction,7,1,0.9139,0.0018,0.9121,True,INDIA
S1-305576577,multi_match,underprediction,2,1,0.9991,0.0,0.9991,True,INDIA
S1-756892032,multi_match,underprediction,4,2,0.9998,0.9867,0.0131,True,INDIA
S1-122903641,multi_match,false_negative_miss,6,0,0.018,0.0015,0.0165,True,US
S1-344987225,multi_match,underprediction,5,1,0.999,0.316,0.683,True,INDIA
S1-54001646,multi_match,underprediction,4,2,0.9998,0.9995,0.0004,True,US
S1-730599218,multi_match,underprediction,2,1,0.9995,0.9942,0.0053,True,INDIA
S1-409133117,multi_match,underprediction,4,2,0.9998,0.9988,0.001,True,US
S1-784992339,multi_match,underprediction,5,1,0.998,0.8572,0.1409,True,INDIA
S1-364193972,multi_match,underprediction,6,2,0.9997,0.9995,0.0003,True,US
S1-73451561,multi_match,false_negative_miss,5,0,0.0051,0.0013,0.0039,True,INDIA
S1-702433122,multi_match,underprediction,4,2,0.9997,0.9996,0.0001,True,US
S1-398364985,multi_match,underprediction,6,1,0.9997,0.4126,0.5871,True,INDIA
S1-247277784,multi_match,underprediction,5,2,0.9978,0.9845,0.0133,True,INDIA
S1-654085741,multi_match,underprediction,6,1,0.9997,0.9726,0.0271,True,US
S1-248071557,multi_match,false_negative_miss,7,0,0.0,0.0,0.0,True,INDIA
S1-710054486,single_match,false_negative_miss,1,0,0.0,0.0,0.0,True,INDIA
S1-436154843,multi_match,underprediction,3,1,0.7204,0.0002,0.7201,True,US
S1-477793314,multi_match,underprediction,7,2,0.9994,0.9992,0.0002,True,INDIA
S1-970449024,multi_match,underprediction,7,2,0.9999,0.9998,0.0001,True,US
S1-86485124,multi_match,underprediction,4,1,0.5879,0.0014,0.5865,True,INDIA
S1-497054237,multi_match,underprediction,4,2,0.9997,0.9844,0.0153,True,INDIA
S1-451399471,multi_match,underprediction,2,1,0.9991,0.3011,0.698,True,INDIA
S1-80948545,multi_match,underprediction,5,2,0.9982,0.9978,0.0004,True,INDIA
S1-25334258,multi_match,underprediction,4,1,0.9953,0.9932,0.0021,True,INDIA
S1-578600186,multi_match,underprediction,4,2,0.9952,0.99,0.0053,True,INDIA
S1-791621128,multi_match,false_negative_miss,2,0,0.3693,0.0016,0.3677,True,INDIA
S1-20735412,multi_match,underprediction,3,2,0.9965,0.988,0.0084,True,INDIA
S1-918723257,multi_match,underprediction,4,2,0.9999,0.9975,0.0023,True,INDIA
S1-701157070,multi_match,underprediction,4,1,0.9994,0.9994,0.0,True,US
S1-489742981,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-321921073,multi_match,underprediction,3,1,0.9996,0.2547,0.7449,True,US
S1-769629964,multi_match,underprediction,2,1,0.9185,0.1754,0.7432,True,INDIA
S1-50690600,singleton,perfect,0,0,0.0002,0.0002,0.0,True,US
S1-298730018,multi_match,underprediction,5,1,0.9928,0.9826,0.0101,True,US
S1-970635904,single_match,false_negative_miss,1,0,0.0027,0.0012,0.0015,True,US
S1-861742383,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-976801653,multi_match,underprediction,2,1,0.9926,0.0005,0.9921,True,US
S1-170316789,multi_match,underprediction,4,2,0.9896,0.9886,0.001,True,US
S1-191965814,multi_match,underprediction,7,2,0.9997,0.9996,0.0001,True,US
S1-680078943,multi_match,underprediction,4,1,0.9978,0.9942,0.0036,True,INDIA
S1-369684197,multi_match,underprediction,4,1,0.9992,0.9991,0.0,True,US
S1-987896294,multi_match,underprediction,5,2,0.9999,0.9997,0.0001,True,INDIA
S1-898578566,multi_match,underprediction,3,1,0.9949,0.9471,0.0478,True,INDIA
S1-182591165,multi_match,false_negative_miss,2,0,0.0002,0.0001,0.0002,True,INDIA
S1-450261732,multi_match,underprediction,5,1,0.9996,0.0001,0.9994,True,US
S1-923388811,multi_match,underprediction,4,1,0.9998,0.2361,0.7637,True,US
S1-355826100,single_match,false_negative_miss,1,0,0.0017,0.0003,0.0014,True,US
S1-601456973,multi_match,underprediction,3,2,0.9996,0.9995,0.0,True,US
S1-38013143,multi_match,underprediction,3,2,0.9999,0.9995,0.0004,True,INDIA
S1-956502206,multi_match,underprediction,6,1,0.9993,0.0,0.9993,True,INDIA
S1-93406464,multi_match,underprediction,3,2,0.9942,0.8788,0.1154,True,US
