s1_id	target_id	target_source	s1_name	s1_address	s1_country	target_country	shared_tokens	diagnosed_reason
S1-848779009	S2-326554546	S2	global technology pvt ltd	19 5 srinivasa colony ulavar santhai back side suramangalam post salem tamil nadu	india	india		empty_or_missing_name
S1-24621936	S3-639046864	S3	adroit brothers private limited	shop no 4 sdc green park e block janta colony jaipur rajasthan	india	india	private,adroit,brothers	partial_token_overlap_unindexed
S1-583400838	S2-671648586	S2	y l mccollum pampa	1422 dixie drive asheboro nc	us	us	y,mccollum,l	partial_token_overlap_unindexed
S1-842626907	S2-264395337	S2	chennai sports limited	no 10 thilagar street bharathiyar nagar pattabiram chennai tamil nadu	india	india	sports,chennai	partial_token_overlap_unindexed
S1-360264309	S2-932482479	S2	speed advisors corporation	a 103 lav kush tower opp jay ambe nagar thaltej tekra ahmadabad city ahmedabad gujarat	india	india	speed,corporation	partial_token_overlap_unindexed
S1-155970152	S3-131550856	S3	cascade center	2100 austin street unit 23 bay city tx	us	us	center,cascade	partial_token_overlap_unindexed
S1-57859332	S3-432701427	S3	cinder llc	3985 galloway drive memphis tn	us	us	cinder,llc	partial_token_overlap_unindexed
S1-745224989	S2-15473380	S2	urban auto body	il vernon hills 411 sycamore street	us	us	urban,body,auto	partial_token_overlap_unindexed
S1-874937140	S2-455596958	S2	ridgeline	5758 ironwood drive fl 1 scottsdale az	us	us		zero_shared_tokens_transliteration
S1-244210172	S2-684232413	S2	sky producer pvt ltd	own house koparkhairne village nr hanuman mandir koparkhairne west navi mumbai raigarh maharashtra	india	india	pvt,sky,ltd	partial_token_overlap_unindexed
S1-548304791	S2-16807482	S2	balaji systems private limited	plot no 8 2 293 82 a 1174a road no 56 jubilee hills hyderabad shaikpet hyderabad telangana	india	india	systems	partial_token_overlap_unindexed
S1-1614247	S2-481447882	S2	total platinum latin llc	4314 whites creek pike nashville tn	us	us	total,llc,latin	partial_token_overlap_unindexed
S1-824919785	S3-781959230	S3	al transport private limited	tamil nadu manasarover oyster bay anand farms muttukadu village chingleput taluk kancheepuram house no 24	india	india	private,al,limited	partial_token_overlap_unindexed
S1-256650150	S3-548910864	S3	great enterprises limited	door no tc 2 2465 5 and 6 royal plaza pattom post thiruvananthapuram trivandrum kerala	india	india	enterprises,great	partial_token_overlap_unindexed
S1-230549958	S3-904286941	S3	ear nose and throat mountain partners chicago	2100 kildare avenue chicago il	us	us	nose,throat,mountain,and,ear	partial_token_overlap_unindexed
S1-82591612	S3-316980090	S3	tirupati ventures private limited	1299 arya nagar mani ram bas kosi kalan rural mathura uttar pradesh	india	india		empty_or_missing_name
S1-148848342	S3-414364799	S3	standard education consultants	dc unit 304 washington 2721 adams mill road	us	us	standard,consultants,education	partial_token_overlap_unindexed
S1-315126696	S2-939209536	S2	honest recruiting private limited	60 49e 3rd floor v704 jc chambers opp kairali ernakulam kerala	india	india	private,honest,recruiting	partial_token_overlap_unindexed
S1-877799141	S3-526241510	S3	poss united sab llc	2504 11th avenue canyon tx	us	us	united,poss,sab	partial_token_overlap_unindexed
S1-557596005	S3-949774246	S3	blackwell premier obic	1517 14th avenue greenville nc	us	us	obic,blackwell,premier	partial_token_overlap_unindexed
S1-467346231	S3-578587605	S3	urology medicine of tempe llc	1101 warner road unit 105 tempe az	us	us	medicine,llc,of,urology	partial_token_overlap_unindexed
S1-359699310	S3-797529813	S3	internal medicine coastal center p c	1770 apache road moundridge ks	us	us	medicine,coastal,center,internal	partial_token_overlap_unindexed
S1-864275017	S2-835312506	S2	direct indigo care	24 upland road brewer me	us	us	direct,indigo	partial_token_overlap_unindexed
S1-991954732	S3-928627335	S3	jay healthcare pvt ltd	house no p2 71 4th floor dlf phase ii sector 25 dlf qe gurgaon haryana	india	india		empty_or_missing_name
S1-741817106	S3-57464044	S3	rajkot recording corp	opp astron society amin marg trisha 2 bunglows no 37 rajkot gujarat	india	india	corp,rajkot	partial_token_overlap_unindexed
S1-639870547	S2-177040447	S2	moia rush llc	1015 donovan briley boulevard unit apt d north little rock ar	us	us		zero_shared_tokens_transliteration
S1-603908369	S2-495325760	S2	anagha clinic	room no 11 1st floor vaibhav plaza 4 lee road kolkata kolkata howrah west bengal	india	india	clinic,anagha	partial_token_overlap_unindexed
S1-809800577	S2-608219116	S2	wilburn popular	1937 steeple chase bend apex nc	us	us	popular,wilburn	partial_token_overlap_unindexed
S1-580992307	S3-938870340	S3	creative baba it private limited	d220 s floor defence colony new delhi south delhi delhi	india	india		empty_or_missing_name
S1-342070741	S2-68668602	S2	miguel tri state neuberger inc	10524 national pike big pool md	us	us	tri,state,miguel,neuberger	partial_token_overlap_unindexed
S1-927103786	S3-732580452	S3	fruitful hire private limited	rz d1 355a gali no 5 mahavir enclave new delhi south delhi delhi	india	india	hire,fruitful	partial_token_overlap_unindexed
S1-432374	S2-546708391	S2	nieto animal hospital	1019 hard rock road somers mt	us	us	hospital,nieto	partial_token_overlap_unindexed
S1-681875731	S3-299802862	S3	crystal data systems	182 loft road maryland ny	us	us	crystal,data	partial_token_overlap_unindexed
S1-85371827	S3-555874886	S3	ss energy pvt ltd	karnataka epip industrial area hoody k r puram sjr 1 park 143 and 151 bangalore	india	india	ss,pvt,ltd	partial_token_overlap_unindexed
S1-610164964	S3-422297911	S3	international astro solutions pvt ltd	c 126naraina industrial area phase i new delhi west delhi delhi	india	india		zero_shared_tokens_transliteration
S1-319236372	S3-877498062	S3	hallman american newbridge llc	251 jefferson wy lander	us	us	hallman,american	partial_token_overlap_unindexed
S1-341321228	S3-892728085	S3	jrp flour private limited	46 first street gopalapuram coimbatore tamil nadu	india	india	private,jrp,limited,flour	partial_token_overlap_unindexed
S1-548811788	S3-516567661	S3	golden chemical company	129 bemiston avenue saint louis mo	us	us	company,golden	partial_token_overlap_unindexed
S1-236324398	S3-281931908	S3	nagendra healthcare private limited	221 2nd floor heena arcade char rasta gidc vapi valsad gujarat	india	india	nagendra,private,limited	partial_token_overlap_unindexed
S1-935476540	S2-773524886	S2	krishna india india private limited	29 dr suresh sarkar road kolkata calcutta west bengal	india	india	krishna,private,india	partial_token_overlap_unindexed
S1-133860060	S3-380969873	S3	zepheon nano l l c	108 mimosa court smithfield town va	us	us	l,c,zepheon	partial_token_overlap_unindexed
S1-111650357	S2-300672951	S2	silver pub	46 firetower louisburg nc	us	us	silver,pub	partial_token_overlap_unindexed
S1-523035722	S3-251088534	S3	wood health center llc	244 shook cove road tuckasegee nc	us	us	wood,health,center	partial_token_overlap_unindexed
S1-828582482	S2-143328847	S2	fortune estate private limited	no 146 2nd cross bhovi colony near om shakti temple bangalore south bangalore karnataka	india	india	fortune,private,estate	partial_token_overlap_unindexed
S1-59305245	S2-316360631	S2	velasco and nichols copper l l c	city of racine wi 628 north street	us	us	velasco,nichols,and	partial_token_overlap_unindexed
S1-856721977	S3-612150882	S3	engineering amk security private limited	no 76 wb block ganesh nagar 2 shakarpur delhi east delhi delhi	india	india	amk,engineering,security	partial_token_overlap_unindexed
S1-502760234	S3-991199217	S3	colonial preparatory academy	vancouver wa 12506 38th avenue	us	us	preparatory,colonial	partial_token_overlap_unindexed
S1-293591459	S3-386513307	S3	big agro limited	flat no 304 tulasi residency anantapu po balianta cuttack orissa	india	india	big,agro	partial_token_overlap_unindexed
S1-740137997	S3-443861077	S3	galaxy food	h no 19561 tikamgarh madhya pradesh shivnagar colony tikamgarh	india	india		empty_or_missing_name
S1-47620116	S3-581416842	S3	amrit computech pvt ltd	vill kadavita debipur kalyaneshwari west bengal kulti bardhaman	india	india	amrit,pvt,ltd,computech	partial_token_overlap_unindexed
S1-847693024	S2-368625169	S2	guru bombay consulting private limited	shop no 314 315 exxoniic jahangirpura surat gujarat	india	india		empty_or_missing_name
S1-543253607	S3-314065898	S3	ideal polytechnic	plot no 21 pmd nagar dhinakaran street vadakupattu chennai tamil nadu	india	india	ideal	partial_token_overlap_unindexed
S1-263674098	S3-575255989	S3	innovative infotech private limited	87 2 rt 2nd floor khaleel manzil sindhu travels lane s r nagar hyderabad telangana	india	india		empty_or_missing_name
S1-760738661	S2-471221113	S2	fortune services private limited	sco 27 ambala chandigarh highway zirakpur sub post office silver city main rajpura mohali punjab	india	india		empty_or_missing_name
S1-751681405	S3-645243598	S3	cardiology associates	1121 greenwood avenue ponca city ok	us	us	associates,cardiology	partial_token_overlap_unindexed
S1-22257302	S3-667640938	S3	no solutions private limited	rajasthan karansar road hingoniya jaipur 851 rajoria ki dhani jaipur	india	india	solutions,private,no	partial_token_overlap_unindexed
S1-804025354	S2-718267300	S2	peak mountain altenergy inc	149 wagner street unit 101 troutman nc	us	us	peak,mountain	partial_token_overlap_unindexed
S1-52573936	S3-175183145	S3	constructions india india private limited	flat no 203 2nd floor vikram goldmine fc road shivaji nagar pune city pune maharashtra	india	india	private,constructions,india	partial_token_overlap_unindexed
S1-412271409	S3-468376296	S3	harbor program	1505 14th avenue decatur al	us	us	program,harbor	partial_token_overlap_unindexed
S1-653759388	S3-692108528	S3	big pilates llc	310 seashell drive tx freeport	us	us	big,pilates	partial_token_overlap_unindexed
S1-807215192	S2-695746243	S2	premier foods private limited	1 house e07 sector 63 anant raj estate badshahpur gurgaon haryana	india	india		empty_or_missing_name
S1-410272579	S3-231446239	S3	emerald grid clinic	2375 maple heights road town of freedom wi	us	us	clinic,emerald	partial_token_overlap_unindexed
S1-225931323	S2-49040619	S2	cardiology care llc	unit unit 723 al 8160 64 daphne	us	us	care,llc	partial_token_overlap_unindexed
S1-942039165	S3-492958500	S3	big life agro private limited	flat no 3405 34th floor wing a3 oberoi springs excel indus off link road andheri we st mumbai mumbai city maharashtra	india	india		empty_or_missing_name
S1-518941002	S3-609989041	S3	a cure 7 all inc	2500 ann julian court tn brentwood	us	us		zero_shared_tokens_transliteration
S1-503927396	S2-381603770	S2	maid auto body	2855 pinecreek drive unit f401 costa mesa ca	us	us	body,maid	partial_token_overlap_unindexed
S1-174384148	S3-265072278	S3	gujarat consultants private limited	402 thane maharashtra sarnath society swami vivekanand nagar pokhran rd 2 thane west	india	india	private,limited,gujarat	partial_token_overlap_unindexed
S1-849317263	S2-395337568	S2	casoft inc	611 briarcliff drive houston tx	us	us	inc	partial_token_overlap_unindexed
S1-646006294	S2-714847756	S2	khanna syndicate private limited	varanasi b 38 55 69 a uttar pradesh varanasi	india	india	private,khanna,syndicate	partial_token_overlap_unindexed
S1-36237806	S3-865761977	S3	peum	408 brant road corolla nc	us	us		zero_shared_tokens_transliteration
S1-71284781	S3-434916852	S3	heritage all l l c	7 chipman street boston ma	us	us	all,heritage	partial_token_overlap_unindexed
S1-290234865	S3-385386475	S3	tech it private limited	no 71 35 armenian street 4th floor parrys chennai tamil nadu	india	india	private,tech,it	partial_token_overlap_unindexed
S1-788651638	S3-722095351	S3	education alliance	145 tallman street unit 2 new bedford ma	us	us		zero_shared_tokens_transliteration
S1-911275098	S3-405980182	S3	realtech feast private limited	509 dhakha chamber2068 38 naiwala karol bagh new delhi central delhi delhi	india	india	feast,private,realtech	partial_token_overlap_unindexed
S1-566664126	S3-511925859	S3	first enterprises	noida uttar pradesh a 28 sector 59 gautam buddha nagar	india	india	enterprises,first	partial_token_overlap_unindexed
S1-738681423	S3-760926031	S3	aq services private limited	1 33 tibrewla house swastik society n s road no3 near cooper hospital vileparle mumbai mumbai city maharashtra	india	india	private,aq,services	partial_token_overlap_unindexed
S1-400717175	S2-15456073	S2	brand and sons private limited	s 524 neelkanth house office no 202 2nd floor east delhi east delhi delhi	india	india	private,limited,and,brand	partial_token_overlap_unindexed
S1-358522443	S3-319565736	S3	crall hamaker and marra software	10838 willowbrook drive sun city az	us	us		zero_shared_tokens_transliteration
S1-112553621	S2-510976644	S2	a cure 7 you	1301 scottsdale road unit unit 3091 scottsdale az	us	us	cure,a,7,you	partial_token_overlap_unindexed
S1-620886415	S2-881653289	S2	timmons charter inc	il algonquin 2721 harnish drive	us	us	timmons,charter	partial_token_overlap_unindexed
S1-212614066	S3-187746081	S3	foundation lifetime suppliers pvt ltd	kerala ak square 2nd floor above esaf bank naduvilangadi tirur tirur malappuram malapuram room no 3 651 q2	india	india	pvt,suppliers,lifetime,foundation	partial_token_overlap_unindexed
S1-799142488	S3-301650538	S3	baba medical centre	flat no 601 h no 12 2 823 b 57 6th floor subham residency mehdipatnam hyderabad telangana	india	india	medical,baba	partial_token_overlap_unindexed
S1-777508980	S2-431779375	S2	shiva hospitality private limited	bareilly c o dayawati nr super city gate bareilly uttar pradesh	india	india		empty_or_missing_name
S1-382027039	S2-410283925	S2	rqh cement private limited	ground floor 224 kailash hills east of kailash new delhi delhi south delhi delhi	india	india		zero_shared_tokens_transliteration
S1-160190809	S3-534360516	S3	satkar lab private limited	c o sukhveer singh agra nagla chandan khandault etdmadpur agra uttar pradesh	india	india	lab,private,satkar	partial_token_overlap_unindexed
S1-529322998	S3-497024696	S3	quinn and hudnall inc	5928 oakland park drive fairfax county va	us	us	hudnall,quinn	partial_token_overlap_unindexed
S1-399402750	S3-836307259	S3	ik leasing private limited	north 24 parganas west bengal cf 204 salt lake citysector i kolkata	india	india		zero_shared_tokens_transliteration
S1-566334898	S3-949252295	S3	marge casanova reliable pmv	1445 bluefield drive atlanta ga	us	us	pmv,marge,reliable	partial_token_overlap_unindexed
S1-253454791	S2-723591274	S2	pathik agro private limited	i1103 mayuresh park lake road bhandup west mumbai mumbai city maharashtra	india	india		zero_shared_tokens_transliteration
S1-692594454	S2-211927984	S2	royal consultancy limited	siddhi ground floor plot no 14 15th road khar w mumbai maharashtra	india	india		empty_or_missing_name
S1-928997900	S3-464169954	S3	surya pioneer consultancy private limited	no 70 old no 77 ellai amman koil street vannanthurai adyar chennai tamil nadu	india	india		empty_or_missing_name
